COMMUNE;LIBGEO;MED15;SEXE_1;SEXE_2;AGEREVQ_015;AGEREVQ_020;AGEREVQ_025;AGEREVQ_030;AGEREVQ_035;AGEREVQ_040;AGEREVQ_045;AGEREVQ_050;AGEREVQ_055;AGEREVQ_060;AGEREVQ_065;AGEREVQ_070;AGEREVQ_075;AGEREVQ_080;AGEREVQ_085;AGEREVQ_090;AGEREVQ_095;AGEREVQ_100;AGEREVQ_110;AGEREVQ_105;CS1_1;CS1_2;CS1_3;CS1_4;CS1_5;CS1_6;CS1_7;CS1_8;DIPLOME_1;DIPLOME_2;DIPLOME_3;EMPLOI_1;EMPLOI_2;EMPLOI_3;EMPLOI_9;MENAGE_1;MENAGE_2;MENAGE_3;MENAGE_4;MENAGE_5;TYPLOG_1;TYPLOG_3;TYPLOG_2;STOCC_1;STOCC_2;STOCC_3;STOCC_4
37131;Limeray;20 327;457;542;5,56;5,03;6,05;5,54;9,09;10,58;8,05;8,53;9,03;8,51;4,51;4,51;5,01;6,01;2,00;1,00;1,00;0,00;0,00;0,00;1,01;4,53;4,54;11,57;16,60;17,09;31,04;13,62;61,74;20,13;18,14;43,27;2,01;5,03;49,69;14,96;6,53;50,47;26,04;2,00;95,99;0,00;4,01;82,92;14,58;1,00;1,50
37132;Loches;19 131;2425;3084;7,27;4,81;6,52;5,13;4,40;6,28;6,23;8,69;8,10;8,10;6,65;5,20;6,74;5,93;5,02;4,28;0,46;0,18;0,00;0,00;0,36;2,88;5,06;10,86;14,35;13,58;39,92;12,98;66,95;13,68;19,37;27,40;7,06;4,78;60,77;28,10;9,65;21,84;31,26;9,16;67,31;7,71;24,97;48,73;21,71;18,66;10,89
37133;Loché-sur-Indrois;17 943;229;217;5,00;5,00;6,25;2,50;5,00;10,00;7,50;2,50;12,50;6,25;13,75;8,75;7,50;5,00;2,50;0,00;0,00;0,00;0,00;0,00;12,50;1,25;3,75;5,00;15,00;15,00;36,25;11,25;58,75;16,25;25,00;22,50;10,00;15,00;52,50;20,00;11,25;33,75;35,00;0,00;96,25;0,00;3,75;81,25;11,25;5,00;2,50
37134;Louans;20 742;269;230;5,75;7,89;9,04;6,94;7,86;7,89;10,78;6,16;8,02;7,12;4,06;4,11;4,06;5,16;3,09;2,07;0,00;0,00;0,00;0,00;1,02;0,00;5,00;17,06;20,53;22,98;26,58;6,82;59,19;19,59;21,22;51,78;5,85;2,04;40,33;12,58;10,98;41,72;32,68;2,04;96,96;0,00;3,04;86,92;10,09;0,00;2,99
37136;Le Louroux;21 191;198;188;5,13;2,56;8,97;10,26;12,82;10,26;5,13;8,97;8,97;5,13;7,69;5,13;3,85;3,85;1,28;0,00;0,00;0,00;0,00;0,00;1,28;5,13;11,54;19,23;23,08;10,26;21,79;7,69;50,00;24,36;25,64;57,69;1,28;7,69;33,33;15,38;1,28;50,00;30,77;2,56;100,00;0,00;0,00;89,74;7,69;0,00;2,56
37137;Lublé;17 821;50;60;0,00;0,00;0,00;13,64;4,55;18,18;0,00;18,18;0,00;9,09;18,18;0,00;0,00;9,09;4,55;4,55;0,00;0,00;0,00;0,00;4,55;0,00;0,00;9,09;27,27;9,09;45,45;4,55;72,73;13,64;13,64;40,91;0,00;4,55;54,55;27,27;0,00;36,36;36,36;0,00;100,00;0,00;0,00;81,82;18,18;0,00;0,00
37138;Lussault-sur-Loire;22 869;333;318;4,75;7,09;3,96;5,66;3,15;11,79;8,72;10,99;11,40;11,47;6,57;4,09;3,28;5,42;1,65;0,00;0,00;0,00;0,00;0,00;0,00;5,61;9,52;12,06;11,25;22,93;29,17;9,46;62,68;16,68;20,63;38,35;8,64;7,23;45,78;13,15;8,09;38,31;38,90;1,55;95,20;0,00;4,80;88,01;11,33;0,67;0,00
37139;Luynes;22 207;1951;2265;8,64;5,88;4,13;7,11;5,70;9,10;10,44;9,23;6,82;7,88;7,08;5,45;3,47;2,95;3,49;2,03;0,59;0,00;0,00;0,00;0,71;2,71;8,96;18,00;17,33;10,25;28,81;13,24;49,07;17,60;33,33;40,81;6,48;5,33;47,38;12,50;3,91;44,38;29,96;9,25;81,22;8,31;10,47;69,25;7,84;12,81;10,10
37140;Luzé;18 431;100;110;4,76;0,00;2,38;2,38;2,38;19,05;9,52;14,29;9,52;4,76;7,14;7,14;7,14;7,14;2,38;0,00;0,00;0,00;0,00;0,00;2,38;7,14;9,52;7,14;4,76;16,67;35,71;16,67;59,52;19,05;21,43;26,19;4,76;11,90;57,14;16,67;14,29;33,33;33,33;2,38;97,62;2,38;0,00;76,19;21,43;0,00;2,38
37141;Luzillé;20 336;416;377;5,02;6,94;8,22;10,75;7,57;7,56;6,94;9,49;9,53;7,62;5,72;5,08;4,46;3,18;1,28;0,00;0,64;0,00;0,00;0,00;1,90;8,23;4,42;15,80;15,82;19,60;24,14;10,08;65,88;17,70;16,43;40,48;4,41;12,03;43,08;13,41;5,69;45,33;31,77;3,80;98,73;0,00;1,27;85,42;14,58;0,00;0,00
37142;Maillé;19 699;245;225;4,26;2,13;1,06;5,32;6,38;10,64;11,70;7,45;5,32;15,96;9,57;2,13;4,26;9,57;2,13;2,13;0,00;0,00;0,00;0,00;4,26;1,06;5,32;7,45;18,09;14,89;44,68;4,26;72,34;12,77;14,89;34,04;7,45;5,32;53,19;18,09;12,77;24,47;42,55;2,13;94,68;0,00;5,32;74,47;13,83;9,57;2,13
37143;Manthelan;19 411;570;510;6,94;2,78;6,02;7,87;6,02;9,72;8,33;9,26;6,94;7,87;6,02;5,09;6,02;6,94;2,31;1,39;0,46;0,00;0,00;0,00;2,78;3,70;2,78;10,19;16,67;20,83;32,87;10,19;72,69;11,11;16,20;40,28;6,48;6,48;46,76;15,74;5,09;43,98;35,19;0,00;99,07;0,00;0,93;80,09;12,96;5,56;1,39
37144;Marçay;20 684;192;217;8,43;6,02;7,23;6,02;6,02;10,84;7,23;3,61;10,84;4,82;12,05;6,02;2,41;4,82;3,61;0,00;0,00;0,00;0,00;0,00;7,23;2,41;8,43;9,64;20,48;7,23;30,12;14,46;55,42;20,48;24,10;36,14;3,61;13,25;46,99;10,84;3,61;49,40;36,14;0,00;100,00;0,00;0,00;85,54;14,46;0,00;0,00
37145;Marcé-sur-Esves;19 012;90;110;10,00;2,50;2,50;10,00;5,00;7,50;10,00;7,50;5,00;2,50;10,00;7,50;7,50;5,00;2,50;5,00;0,00;0,00;0,00;0,00;2,50;2,50;7,50;20,00;10,00;5,00;40,00;12,50;75,00;2,50;22,50;32,50;2,50;5,00;60,00;15,00;5,00;55,00;20,00;5,00;100,00;0,00;0,00;85,00;5,00;10,00;0,00
37146;Marcilly-sur-Maulne;17 549;79;108;5,35;2,67;5,35;2,67;15,51;12,83;2,67;5,35;16,04;2,67;7,49;5,35;5,35;5,35;2,67;2,67;0,00;0,00;0,00;0,00;10,70;5,35;14,97;2,67;16,04;2,67;34,22;13,37;60,43;16,04;23,53;18,18;5,35;20,86;55,61;18,18;5,35;34,76;26,74;14,97;92,51;0,00;7,49;65,78;24,06;10,16;0,00
37147;Marcilly-sur-Vienne;19 227;230;221;6,52;5,43;1,09;3,26;6,52;6,52;3,26;9,78;10,87;9,78;14,13;4,35;7,61;6,52;2,17;1,09;1,09;0,00;0,00;0,00;3,26;3,26;1,09;10,87;14,13;13,04;44,57;9,78;81,52;14,13;4,35;34,78;2,17;6,52;56,52;14,13;5,43;36,96;43,48;0,00;100,00;0,00;0,00;94,57;4,35;1,09;0,00
37148;Marigny-Marmande;17 263;242;212;5,43;2,17;7,61;8,70;7,61;4,35;2,17;9,78;7,61;5,43;8,70;8,70;6,52;4,35;4,35;4,35;2,17;0,00;0,00;0,00;5,43;3,26;1,09;8,70;15,22;15,22;43,48;7,61;69,57;16,30;14,13;27,17;6,52;8,70;57,61;22,83;5,43;27,17;39,13;5,43;95,65;4,35;0,00;76,09;19,57;4,35;0,00
37149;Marray;20 875;174;189;6,67;1,33;8,00;13,33;12,00;8,00;2,67;9,33;13,33;13,33;2,67;2,67;1,33;2,67;1,33;0,00;1,33;0,00;0,00;0,00;0,00;5,33;12,00;18,67;21,33;10,67;18,67;13,33;53,33;17,33;29,33;52,00;6,67;4,00;37,33;14,67;8,00;53,33;24,00;0,00;93,33;2,67;4,00;89,33;9,33;1,33;0,00
37150;Mazières-de-Touraine;21 064;500;533;6,11;6,39;4,39;11,64;9,59;11,55;7,30;6,91;8,50;10,02;7,96;2,04;1,02;3,05;3,53;0,00;0,00;0,00;0,00;0,00;1,00;2,45;7,26;17,09;20,54;15,93;25,10;10,63;56,05;16,15;27,80;43,68;10,78;4,44;41,10;11,31;3,01;51,64;32,06;1,98;97,48;0,00;2,52;80,94;6,76;10,32;1,98
37151;La Membrolle-sur-Choisille;24 582;1459;1384;6,11;4,09;3,05;5,27;8,62;9,47;8,96;7,46;9,82;7,20;9,75;6,31;6,49;3,73;1,97;1,50;0,19;0,00;0,00;0,00;0,37;2,86;8,27;18,35;11,47;8,02;34,83;15,82;48,96;18,06;32,98;35,99;3,58;4,74;55,69;9,87;6,09;37,00;33,41;13,64;81,87;12,49;5,64;71,65;7,55;5,08;15,71
37152;Mettray;24 355;756;872;7,19;5,44;5,16;3,93;6,23;10,15;8,15;13,48;12,44;9,87;5,04;4,71;2,82;3,44;1,60;0,32;0,00;0,00;0,00;0,00;0,63;4,18;10,32;21,48;14,65;11,88;26,21;10,65;52,54;21,22;26,24;45,48;7,31;5,43;41,78;11,59;6,32;41,04;39,18;1,87;88,69;1,24;10,07;79,18;5,51;12,51;2,80
37153;Monnaie;21 841;1568;1769;6,95;4,14;6,21;8,13;11,23;10,93;7,54;9,31;8,27;8,57;5,76;5,17;1,92;3,09;1,61;1,02;0,15;0,00;0,00;0,00;1,03;4,14;7,54;20,69;19,80;13,00;22,87;10,93;52,87;22,60;24,53;51,42;5,17;5,91;37,50;11,53;4,73;49,94;28,96;4,84;89,40;2,33;8,27;75,36;11,97;6,65;6,02
37154;Montbazon;22 788;1634;1746;7,71;7,04;3,78;4,49;8,65;9,90;11,50;8,09;8,49;8,39;7,13;4,10;3,38;3,53;2,75;0,77;0,16;0,15;0,00;0,00;0,15;3,89;9,41;18,20;17,27;11,73;27,60;11,75;52,74;19,55;27,71;45,35;4,52;5,70;44,42;11,91;8,59;43,00;35,29;1,21;87,81;0,30;11,90;74,97;15,53;7,41;2,09
37155;Monthodon;21 071;269;225;8,91;2,97;6,93;6,93;5,94;8,91;16,83;9,90;9,90;7,92;7,92;0,00;1,98;3,96;0,99;0,00;0,00;0,00;0,00;0,00;4,95;4,95;11,88;12,87;19,80;20,79;17,82;6,93;57,43;19,80;22,77;47,52;8,91;9,90;33,66;15,84;8,91;45,54;27,72;1,98;100,00;0,00;0,00;87,13;10,89;1,98;0,00
37156;Montlouis-sur-Loire;22 197;4064;4505;7,84;4,58;5,44;6,49;7,36;9,11;8,60;7,80;8,94;7,76;8,14;4,92;4,81;3,26;2,69;1,85;0,36;0,06;0,00;0,00;0,28;2,85;9,09;16,69;15,35;10,93;32,01;12,80;54,29;17,27;28,44;42,04;4,34;4,58;49,05;14,29;6,41;41,89;33,32;4,08;84,48;3,56;11,96;70,63;12,29;13,11;3,97
37157;Montrésor;18 546;134;164;3,39;3,39;5,02;8,46;3,47;1,70;5,07;8,36;11,42;19,76;4,99;4,99;6,67;8,27;5,04;0,00;0,00;0,00;0,00;0,00;1,67;1,67;3,42;18,26;10,08;11,40;38,30;15,20;51,87;19,96;28,17;26,83;3,42;5,09;64,66;23,08;6,76;20,66;42,81;6,69;96,68;0,00;3,32;61,48;18,52;11,71;8,29
37158;Montreuil-en-Touraine;20 729;335;315;12,99;3,06;6,17;9,95;10,69;7,67;8,44;9,22;7,73;9,31;7,76;2,33;1,56;2,34;0,77;0,00;0,00;0,00;0,00;0,00;2,31;3,06;6,14;17,69;13,01;16,87;23,29;17,64;60,79;17,66;21,55;41,45;7,66;6,14;44,75;10,93;7,66;48,89;29,44;3,07;95,38;3,07;1,55;83,88;10,72;2,33;3,07
37159;Monts;22 377;2931;3217;7,34;4,57;5,28;6,95;7,61;9,77;10,24;9,69;9,63;7,28;6,32;5,26;4,36;2,77;1,74;1,08;0,08;0,00;0,00;0,00;0,31;2,06;8,02;21,63;18,10;12,76;26,50;10,62;56,04;18,38;25,58;50,88;5,13;3,01;40,97;10,71;6,12;46,82;33,22;3,12;88,53;1,96;9,51;79,09;9,69;8,27;2,95
37160;Morand;23 093;124;134;8,00;4,00;2,00;6,00;4,00;14,00;12,00;6,00;18,00;4,00;14,00;2,00;2,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;6,00;24,00;14,00;22,00;26,00;6,00;66,00;12,00;22,00;56,00;6,00;2,00;36,00;10,00;4,00;46,00;40,00;0,00;100,00;0,00;0,00;90,00;8,00;2,00;0,00
37161;Mosnes;20 615;300;380;6,62;5,88;8,09;6,62;13,24;5,88;6,62;7,35;9,56;8,82;7,35;5,88;0,74;4,41;2,94;0,00;0,00;0,00;0,00;0,00;0,74;6,62;5,15;16,91;21,32;10,29;29,41;9,56;59,56;19,85;20,59;38,97;7,35;8,82;44,85;15,44;5,15;37,50;36,76;5,15;97,06;2,21;0,74;85,29;13,24;0,74;0,74
37162;Mouzay;21 134;190;210;10,00;10,00;1,25;6,25;3,75;10,00;6,25;16,25;11,25;3,75;10,00;5,00;1,25;2,50;1,25;1,25;0,00;0,00;0,00;0,00;1,25;6,25;5,00;17,50;13,75;18,75;25,00;12,50;55,00;16,25;28,75;42,50;7,50;6,25;43,75;7,50;2,50;52,50;35,00;2,50;100,00;0,00;0,00;90,00;10,00;0,00;0,00
37163;Nazelles-Négron;20 782;1414;1578;5,99;3,93;3,43;6,68;7,19;6,68;7,87;8,39;8,39;10,28;8,05;8,39;5,82;4,80;3,25;0,86;0,00;0,00;0,00;0,00;0,51;3,60;3,43;13,02;17,30;13,35;38,02;10,78;65,58;18,67;15,76;38,70;4,80;4,28;52,22;19,01;8,73;32,20;39,39;0,67;91,62;1,19;7,19;75,69;9,42;13,87;1,02
37165;Neuil;19 940;178;188;12,16;1,35;2,70;6,76;10,81;8,11;13,51;6,76;13,51;4,05;12,16;4,05;1,35;1,35;1,35;0,00;0,00;0,00;0,00;0,00;0,00;4,05;10,81;16,22;14,86;14,86;24,32;14,86;51,35;18,92;29,73;40,54;8,11;4,05;47,30;14,86;10,81;41,89;32,43;0,00;98,65;1,35;0,00;79,73;13,51;4,05;2,70
37166;Neuillé-le-Lierre;20 187;299;314;5,79;0,83;5,79;4,96;13,22;10,74;12,40;6,61;4,96;12,40;6,61;6,61;3,31;3,31;0,83;1,65;0,00;0,00;0,00;0,00;1,65;4,96;6,61;14,05;17,36;17,36;28,93;9,09;61,98;12,40;25,62;42,98;4,13;7,44;45,45;14,88;4,96;52,07;24,79;3,31;100,00;0,00;0,00;77,69;12,40;7,44;2,48
37167;Neuillé-Pont-Pierre;20 005;730;805;5,54;8,47;3,91;7,82;9,12;12,38;9,45;4,56;10,42;5,86;6,84;4,23;2,93;4,89;3,58;0,00;0,00;0,00;0,00;0,00;0,65;6,51;6,84;13,03;20,52;14,33;25,73;12,38;66,78;18,57;14,66;43,97;6,19;6,51;43,32;15,96;7,17;40,72;31,92;4,23;83,06;3,58;13,36;63,19;22,80;8,47;5,54
37168;Neuilly-le-Brignon;19 204;120;115;4,31;6,43;0,00;6,45;6,45;21,06;10,76;8,58;8,56;8,57;4,28;2,14;0,00;4,28;3,84;4,27;0,00;0,00;0,00;0,00;6,45;2,14;2,16;25,35;19,30;15,06;27,38;2,16;57,44;23,65;18,91;47,27;10,30;8,60;33,84;20,50;0,00;40,94;38,56;0,00;97,86;2,14;0,00;87,57;12,43;0,00;0,00
37169;Neuville-sur-Brenne;21 476;364;334;7,14;4,29;5,00;6,43;6,43;7,86;7,86;12,14;15,00;10,00;5,00;4,29;2,86;3,57;1,43;0,71;0,00;0,00;0,00;0,00;1,43;5,00;5,71;14,29;15,71;22,86;25,71;9,29;56,43;15,00;28,57;43,57;8,57;8,57;39,29;7,86;7,14;52,14;31,43;1,43;99,29;0,71;0,00;85,00;14,29;0,00;0,71
37170;Neuvy-le-Roi;19 813;435;451;12,36;4,53;2,30;6,81;5,11;8,39;13,10;7,98;5,78;8,67;8,06;4,64;3,49;4,67;4,12;0,00;0,00;0,00;0,00;0,00;3,43;3,95;3,40;11,37;18,77;14,22;33,07;11,79;64,05;18,88;17,06;34,11;9,65;7,38;48,86;15,28;7,32;42,13;31,23;4,03;90,77;0,56;8,67;76,03;13,68;9,73;0,56
37171;Noizay;22 329;493;490;8,41;3,50;2,04;6,08;4,00;10,56;12,01;11,60;7,19;11,31;6,69;1,55;6,75;4,65;3,12;0,52;0,00;0,00;0,00;0,00;1,54;9,49;6,60;12,63;14,19;12,69;28,96;13,92;59,44;15,66;24,89;36,97;4,05;12,55;46,42;11,96;3,05;42,28;38,10;4,61;98,47;1,53;0,00;86,92;8,97;0,00;4,11
37172;Notre-Dame-d'Oé;23 340;1549;1790;6,02;5,14;4,70;6,31;7,49;6,90;10,27;8,95;7,49;8,95;9,54;7,05;4,56;3,53;1,92;0,60;0,60;0,00;0,00;0,00;0,15;2,64;8,81;19,37;14,97;9,39;34,54;10,13;48,61;23,07;28,33;42,12;5,43;3,82;48,63;11,59;4,11;44,18;36,98;3,13;87,03;2,69;10,27;77,79;11,74;7,19;3,28
37173;Nouans-les-Fontaines;19 031;310;370;3,68;5,15;4,41;5,15;7,35;8,09;6,62;4,41;12,50;10,29;11,76;5,88;5,15;3,68;4,41;1,47;0,00;0,00;0,00;0,00;2,94;4,41;0,74;11,76;15,44;15,44;41,18;8,09;62,50;19,12;18,38;30,88;9,56;5,88;53,68;19,12;0,00;35,29;42,65;2,94;100,00;0,00;0,00;85,29;5,88;8,09;0,74
37174;Nouâtre;17 910;346;342;5,76;5,14;2,94;4,97;5,79;9,41;7,99;5,15;11,04;8,55;7,37;4,44;6,65;9,62;2,24;2,21;0,72;0,00;0,00;0,00;0,00;3,64;0,73;7,35;12,43;25,35;38,84;11,65;85,67;6,56;7,77;31,26;3,64;5,11;60,00;20,18;9,50;34,25;31,00;5,07;90,44;0,00;9,56;72,85;8,09;16,09;2,97
37175;Nouzilly;21 942;502;490;6,58;4,38;5,56;7,59;6,07;9,61;14,17;11,64;7,08;9,11;5,56;3,04;2,02;3,54;2,53;1,52;0,00;0,00;0,00;0,00;0,51;3,54;11,64;20,24;19,56;12,65;23,78;8,09;49,07;17,03;33,90;48,06;5,90;5,56;40,47;10,62;10,62;39,46;34,40;4,89;98,15;0,34;1,52;81,45;6,58;6,58;5,40
37176;Noyant-de-Touraine;19 630;445;462;8,58;5,11;8,49;5,16;10,96;9,80;7,94;10,14;9,50;6,66;9,40;2,77;1,65;1,67;1,09;1,11;0,00;0,00;0,00;0,00;2,25;2,84;5,13;14,14;23,86;17,64;22,13;12,00;64,80;18,14;17,06;51,10;4,57;5,09;39,23;10,36;7,28;51,82;27,77;2,76;97,26;1,65;1,09;83,14;14,11;1,10;1,65
37177;Orbigny;18 750;298;298;2,63;4,39;2,63;5,26;10,53;9,65;9,65;4,39;6,14;13,16;6,14;11,40;7,89;3,51;2,63;0,00;0,00;0,00;0,00;0,00;8,77;4,39;1,75;5,26;19,30;17,54;31,58;11,40;70,18;7,89;21,93;30,70;6,14;14,04;49,12;18,42;8,77;33,33;36,84;2,63;97,37;0,88;1,75;70,18;23,68;3,51;2,63
37178;Panzoult;20 703;241;226;4,12;3,09;6,19;3,09;6,19;6,19;10,31;9,28;10,31;7,22;9,28;12,37;9,28;2,06;1,03;0,00;0,00;0,00;0,00;0,00;2,06;1,03;1,03;11,34;17,53;19,59;39,18;8,25;69,07;14,43;16,49;34,02;8,25;3,09;54,64;16,49;9,28;32,99;39,18;2,06;100,00;0,00;0,00;80,41;10,31;7,22;2,06
37179;Parçay-Meslay;22 858;938;939;7,86;3,69;4,83;6,77;6,73;8,36;13,20;10,33;11,64;6,60;6,64;7,02;2,77;2,46;0,84;0,28;0,00;0,00;0,00;0,00;0,76;3,21;9,02;17,74;18,55;13,92;26,53;10,29;56,82;20,94;22,24;48,95;4,94;5,04;41,08;10,18;6,74;42,49;39,48;1,10;93,80;0,00;6,20;82,29;9,00;7,59;1,12
37180;Parçay-sur-Vienne;20 055;271;251;5,77;4,81;3,85;14,42;12,50;7,69;9,62;4,81;2,88;10,58;6,73;4,81;3,85;3,85;0,96;2,88;0,00;0,00;0,00;0,00;0,96;5,77;2,88;18,27;14,42;20,19;24,04;13,46;67,31;12,50;20,19;44,23;4,81;6,73;44,23;17,31;6,73;41,35;34,62;0,00;99,04;0,00;0,96;78,85;10,58;3,85;6,73
37181;Paulmy;21 992;90;95;2,70;2,70;10,81;16,22;5,41;2,70;8,11;8,11;10,81;16,22;0,00;0,00;2,70;5,41;5,41;2,70;0,00;0,00;0,00;0,00;13,51;2,70;0,00;10,81;27,03;13,51;29,73;2,70;43,24;27,03;29,73;40,54;0,00;18,92;40,54;16,22;5,41;29,73;48,65;0,00;97,30;0,00;2,70;86,49;10,81;0,00;2,70
37182;Pernay;21 218;491;516;5,37;6,34;9,76;11,22;9,76;12,68;5,85;6,34;9,76;7,32;9,27;1,95;1,46;0,98;0,00;1,46;0,49;0,00;0,00;0,00;0,00;3,90;4,88;24,88;22,44;12,20;22,44;9,27;48,29;20,00;31,71;54,15;2,93;4,88;38,05;8,78;2,44;57,56;31,22;0,00;99,02;0,00;0,98;85,85;7,32;6,34;0,49
37183;Perrusson;19 530;613;668;6,72;3,95;5,92;3,95;3,56;7,12;7,91;9,88;5,93;6,33;13,05;7,51;5,93;5,93;5,14;0,79;0,40;0,00;0,00;0,00;0,40;1,58;6,33;11,47;15,02;12,25;43,49;9,47;69,95;15,02;15,02;33,21;7,11;3,56;56,12;16,21;7,91;31,23;41,12;3,53;88,95;3,93;7,12;68,00;14,63;14,23;3,14
37184;Le Petit-Pressigny;18 790;115;165;7,14;1,79;3,57;0,00;5,36;7,14;5,36;8,93;3,57;8,93;12,50;10,71;8,93;8,93;5,36;1,79;0,00;0,00;0,00;0,00;7,14;7,14;0,00;3,57;7,14;8,93;57,14;8,93;64,29;12,50;23,21;8,93;5,36;14,29;71,43;19,64;14,29;16,07;42,86;7,14;100,00;0,00;0,00;92,86;5,36;0,00;1,79
37185;Pocé-sur-Cisse;21 393;647;685;7,13;4,92;7,59;5,72;3,38;9,04;13,21;12,88;10,78;7,31;6,17;3,45;2,31;3,10;2,25;0,77;0,00;0,00;0,00;0,00;0,76;2,28;6,83;15,55;21,98;18,23;24,59;9,79;59,02;20,95;20,03;45,15;8,34;4,18;42,33;15,35;9,89;37,46;35,38;1,92;89,30;0,78;9,92;75,87;12,28;10,76;1,09
37186;Pont-de-Ruan;21 471;380;433;4,79;4,19;6,59;19,76;10,18;14,37;9,58;5,99;5,99;4,19;4,79;4,19;4,19;1,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,80;10,18;25,75;20,36;18,56;14,97;8,38;38,32;25,15;36,53;64,07;5,39;2,99;27,54;8,98;4,19;58,08;28,74;0,00;99,40;0,00;0,60;92,22;3,59;4,19;0,00
37187;Ports;18 889;142;157;6,55;3,28;8,19;9,87;3,28;3,28;14,75;11,47;9,83;9,83;3,28;4,92;1,64;0,00;6,55;3,28;0,00;0,00;0,00;0,00;3,28;0,00;3,28;4,92;26,22;18,03;29,50;14,79;63,95;22,94;13,11;44,25;1,64;3,28;50,84;18,03;3,28;44,25;32,77;1,68;95,05;3,31;1,64;80,30;13,11;0,00;6,59
37188;Pouzay;18 435;354;334;6,34;3,52;5,63;7,75;7,75;9,15;9,15;12,68;14,08;5,63;6,34;3,52;2,11;4,23;1,41;0,70;0,00;0,00;0,00;0,00;0,70;7,75;2,82;17,61;18,31;20,42;23,24;9,15;68,31;16,90;14,79;43,66;7,04;8,45;40,85;14,79;2,82;42,96;38,03;1,41;100,00;0,00;0,00;78,17;15,49;6,34;0,00
37189;Preuilly-sur-Claise;18 341;458;473;4,09;2,61;1,60;2,68;3,08;5,13;6,77;3,72;4,86;12,97;14,62;9,22;8,09;8,16;5,45;4,82;1,08;1,08;0,00;0,00;1,04;2,02;4,79;4,74;12,11;5,23;62,27;7,80;79,26;9,50;11,24;15,20;4,74;5,19;74,86;22,13;5,33;23,04;34,44;15,05;82,13;12,90;4,97;73,08;11,33;2,14;13,46
37190;Pussigny;21 035;70;75;6,90;3,45;3,45;0,00;10,34;10,34;6,90;10,34;6,90;6,90;10,34;6,90;6,90;6,90;0,00;3,45;0,00;0,00;0,00;0,00;3,45;6,90;3,45;13,79;13,79;13,79;37,93;6,90;68,97;17,24;13,79;31,03;10,34;13,79;44,83;17,24;0,00;27,59;41,38;13,79;100,00;0,00;0,00;86,21;6,90;0,00;6,90
37191;Razines;17 490;102;86;2,70;0,00;8,11;0,00;8,11;5,41;10,81;8,11;13,51;8,11;10,81;2,70;16,22;5,41;0,00;0,00;0,00;0,00;0,00;0,00;10,81;0,00;2,70;10,81;8,11;27,03;32,43;8,11;67,57;13,51;18,92;40,54;2,70;10,81;45,95;16,22;10,81;29,73;43,24;0,00;100,00;0,00;0,00;83,78;10,81;5,41;0,00
37192;Reignac-sur-Indre;21 223;469;541;10,90;1,90;6,16;5,21;8,06;8,53;11,37;9,00;7,11;7,58;5,69;8,06;3,79;3,79;1,42;1,42;0,00;0,00;0,00;0,00;0,95;4,74;8,06;17,54;16,11;11,37;27,01;14,22;59,24;18,01;22,75;41,71;7,58;7,58;43,13;11,85;4,74;45,50;37,91;0,00;96,68;0,00;3,32;81,52;10,90;7,11;0,47
37193;Restigné;21 401;469;560;4,85;1,50;4,52;3,51;10,44;10,36;11,94;7,04;9,59;6,08;9,60;7,08;5,88;5,57;0,51;1,53;0,00;0,00;0,00;0,00;5,02;3,40;5,04;11,99;16,01;15,44;33,71;9,37;60,67;16,79;22,54;39,98;4,02;9,42;46,58;15,09;4,03;39,45;40,42;1,01;97,46;0,51;2,03;84,93;13,57;1,50;0,00
37194;Reugny;21 412;625;680;9,20;3,45;4,98;7,66;7,28;10,73;10,73;11,49;4,98;10,73;5,75;2,30;4,60;3,45;1,53;1,15;0,00;0,00;0,00;0,00;0,77;6,13;7,28;18,39;16,48;14,18;24,52;12,26;54,41;18,01;27,59;41,38;5,36;9,20;44,06;12,64;8,05;46,36;29,89;3,07;96,17;1,53;2,30;87,36;9,58;1,15;1,92
37195;La Riche;18 962;3849;4857;9,30;11,50;11,04;8,55;6,57;6,95;6,48;6,06;7,04;6,69;5,71;4,44;3,39;2,35;2,48;0,93;0,50;0,01;0,00;0,00;0,09;2,08;10,73;15,94;17,75;11,28;23,87;18,26;45,07;21,31;33,62;36,29;9,31;4,36;50,04;29,70;8,07;29,15;28,49;4,59;37,40;2,23;60,37;42,73;34,97;18,90;3,40
37196;Richelieu;17 081;689;923;7,73;2,55;2,26;2,90;4,51;7,72;6,76;4,19;9,02;9,35;10,30;7,73;4,82;8,67;7,35;2,55;1,26;0,31;0,00;0,00;0,00;1,60;2,90;7,09;15,47;9,67;46,63;16,64;76,48;12,56;10,96;23,85;3,55;2,57;70,04;24,82;6,45;21,59;36,74;10,40;75,41;9,76;14,83;56,40;19,01;12,25;12,34
37197;Rigny-Ussé;18 562;186;186;5,11;0,00;10,68;3,93;13,02;10,23;3,75;4,01;5,09;6,79;6,79;8,11;7,81;10,61;2,72;1,35;0,00;0,00;0,00;0,00;0,00;4,82;3,69;11,78;10,44;13,30;44,18;11,77;68,64;11,87;19,48;32,57;0,00;4,82;62,60;20,36;5,30;27,76;42,55;4,03;95,97;4,03;0,00;76,48;16,83;1,38;5,32
